Alert ID,Alert Name,Trading Date,Closing Date,Ticker,Open,Closing,Shares,Cost,PnL,Return(%),Average Day in the Market,Outcome,Status,Strategy,Timeframe,Actual Buy Shares,Actual Sell Shares
2252737121,30M VRTX 1Skew v3 5%SL 1%TP,2025-08-26,2025-08-28,VRTX,387.18,390.52,1,387.18,3.34,0.86,2,Win,Closed,30M VRTX 1Skew v3 5%SL 1%TP,30m,,
2252737121,30M VRTX 1Skew v3 5%SL 1%TP,2025-08-29,2025-09-02,VRTX,390.57,395.62,1,390.57,5.05,1.29,4,Win,Closed,30M VRTX 1Skew v3 5%SL 1%TP,30m,,
2252737121,30M VRTX 1Skew v3 5%SL 1%TP,2025-09-04,2025-09-11,VRTX,399.35,396.65,1,399.35,-2.7,-0.68,7,Loss,Closed,30M VRTX 1Skew v3 5%SL 1%TP,30m,,
2252737121,30M VRTX 1Skew v3 5%SL 1%TP,2025-09-15,2025-09-24,VRTX,394.14,375.13,1,394.14,-19.01,-4.82,9,Loss,Closed,30M VRTX 1Skew v3 5%SL 1%TP,30m,,
2252737121,30M VRTX 1Skew v3 5%SL 1%TP,2025-09-30,2025-10-01,VRTX,395.14,401.12,1,395.14,5.98,1.51,1,Win,Closed,30M VRTX 1Skew v3 5%SL 1%TP,30m,,
2252737121,30M VRTX 1Skew v3 5%SL 1%TP,2025-10-01,2025-10-01,VRTX,403.22,406.59,1,403.22,3.37,0.84,0,Win,Closed,30M VRTX 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-04-30,2025-05-02,AEE,98.64,99.76,1,98.64,1.12,1.14,2,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-05-06,2025-05-13,AEE,99.56,94.31,1,99.56,-5.25,-5.27,7,Loss,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-05-13,2025-05-15,AEE,94.92,96.3,1,94.92,1.38,1.45,2,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-05-16,2025-05-19,AEE,97.87,98.93,1,97.87,1.06,1.08,3,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-05-22,2025-05-27,AEE,95.55,96.39,1,95.55,0.84,0.88,5,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-05-29,2025-05-29,AEE,95.94,96.16,1,95.94,0.22,0.23,0,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-06-02,2025-06-12,AEE,97.17,97.1,1,97.17,-0.07,-0.07,10,Loss,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-06-13,2025-07-14,AEE,96.03,96.66,1,96.03,0.63,0.66,31,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-07-14,2025-07-16,AEE,95.92,96.84,1,95.92,0.92,0.96,2,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-07-22,2025-07-29,AEE,100.77,99.18,1,100.77,-1.59,-1.58,7,Loss,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-08-05,2025-08-13,AEE,102.93,101.42,1,102.93,-1.51,-1.47,8,Loss,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-08-18,2025-08-19,AEE,100.48,101.5,1,100.48,1.02,1.02,1,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-08-21,2025-09-04,AEE,101.47,100.14,1,101.47,-1.33,-1.31,14,Loss,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-09-10,2025-09-11,AEE,99.25,100.32,1,99.25,1.07,1.08,1,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-09-17,2025-09-23,AEE,99.07,100.18,1,99.07,1.11,1.12,6,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-09-25,2025-09-26,AEE,100.63,102.32,1,100.63,1.69,1.68,1,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252737875,30M AEE 1Skew v3 5%SL 1%TP,2025-10-03,2025-10-03,AEE,103.63,103.99,1,103.63,0.36,0.35,0,Win,Closed,30M AEE 1Skew v3 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-05-06,2025-05-07,TRV,267.23,270.05,1,267.23,2.82,1.06,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-05-07,2025-05-08,TRV,268.88,271.51,1,268.88,2.63,0.98,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-05-09,2025-05-15,TRV,270.43,268.94,1,270.43,-1.49,-0.55,6,Loss,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-05-19,2025-05-27,TRV,274.66,274.92,1,274.66,0.26,0.09,8,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-05-29,2025-05-30,TRV,274.59,277.46,1,274.59,2.87,1.05,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-06-02,2025-06-03,TRV,276.4,275.92,1,276.4,-0.48,-0.17,1,Loss,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-06-06,2025-06-11,TRV,274.84,260.93,1,274.84,-13.91,-5.06,5,Loss,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-06-11,2025-06-12,TRV,262.66,265.92,1,262.66,3.26,1.24,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-06-16,2025-06-20,TRV,264.85,266.69,1,264.85,1.84,0.69,4,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-06-23,2025-07-09,TRV,267.64,254.91,1,267.64,-12.73,-4.76,16,Loss,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-07-09,2025-07-17,TRV,254.78,256.7,1,254.78,1.92,0.75,8,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-07-22,2025-08-05,TRV,266.74,263.99,1,266.74,-2.75,-1.03,14,Loss,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-08-06,2025-08-08,TRV,268.02,265.2,1,268.02,-2.82,-1.05,2,Loss,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-08-11,2025-08-13,TRV,264.33,267.68,1,264.33,3.35,1.27,2,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-08-13,2025-08-15,TRV,267.72,269.25,1,267.72,1.53,0.57,2,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-08-18,2025-08-19,TRV,264.99,268.05,1,264.99,3.06,1.15,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-08-19,2025-08-20,TRV,267.96,273.98,1,267.96,6.02,2.25,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-08-21,2025-08-22,TRV,274.85,277.71,1,274.85,2.86,1.04,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-08-26,2025-08-27,TRV,270.74,273.72,1,270.74,2.98,1.1,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-08-29,2025-08-29,TRV,272.33,271.66,1,272.33,-0.67,-0.25,0,Loss,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-09-08,2025-09-11,TRV,274.33,276.98,1,274.33,2.65,0.97,3,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-09-17,2025-09-18,TRV,275.78,278.01,1,275.78,2.23,0.81,1,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-09-19,2025-09-30,TRV,277.49,278.18,1,277.49,0.69,0.25,11,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252739320,30M TRV 1Skew 5%SL 1%TP,2025-10-03,2025-10-03,TRV,283.54,285.71,1,283.54,2.17,0.77,0,Win,Closed,30M TRV 1Skew 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-04-30,2025-04-30,CINF,137.82,139.18,1,137.82,1.36,0.99,0,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-05-06,2025-05-06,CINF,143.28,144.66,1,143.28,1.38,0.96,0,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-05-12,2025-05-12,CINF,148.29,149.51,1,148.29,1.22,0.82,0,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-05-14,2025-05-15,CINF,146.11,147.6,1,146.11,1.49,1.02,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-05-15,2025-05-15,CINF,147.37,148.82,1,147.37,1.45,0.98,0,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-05-21,2025-05-27,CINF,148.83,147.81,1,148.83,-1.02,-0.69,6,Loss,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-05-29,2025-05-29,CINF,148.35,149.95,1,148.35,1.6,1.08,0,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-06-05,2025-06-06,CINF,149.47,152.01,1,149.47,2.54,1.7,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-06-09,2025-06-30,CINF,149.42,147.92,1,149.42,-1.5,-1.0,21,Loss,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-07-03,2025-07-07,CINF,147.58,148.53,1,147.58,0.95,0.64,4,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-07-08,2025-07-10,CINF,146.69,148.32,1,146.69,1.63,1.11,2,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-07-14,2025-07-18,CINF,148.99,150.62,1,148.99,1.63,1.09,4,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-07-22,2025-07-23,CINF,150.61,150.76,1,150.61,0.15,0.1,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-07-24,2025-07-25,CINF,148.36,149.83,1,148.36,1.47,0.99,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-07-25,2025-07-29,CINF,150.01,154.28,1,150.01,4.27,2.85,4,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-07-29,2025-08-01,CINF,154.64,144.69,1,154.64,-9.95,-6.43,3,Loss,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-08-07,2025-08-08,CINF,151.35,151.5,1,151.35,0.15,0.1,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-08-08,2025-08-13,CINF,150.14,152.38,1,150.14,2.24,1.49,5,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-08-18,2025-08-19,CINF,150.18,151.91,1,150.18,1.73,1.15,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-08-22,2025-08-27,CINF,155.37,154.21,1,155.37,-1.16,-0.75,5,Loss,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-08-29,2025-09-03,CINF,154.11,153.56,1,154.11,-0.55,-0.36,5,Loss,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-09-05,2025-09-09,CINF,153.21,153.96,1,153.21,0.75,0.49,4,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-09-11,2025-09-11,CINF,153.97,154.79,1,153.97,0.82,0.53,0,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-09-16,2025-09-17,CINF,153.22,154.98,1,153.22,1.76,1.15,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-09-24,2025-09-25,CINF,154.45,156.35,1,154.45,1.9,1.23,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252740370,30M CINF 1Skew v3 5%SL 1%TP,2025-10-02,2025-10-03,CINF,160.07,162.51,1,160.07,2.44,1.52,1,Win,Closed,30M CINF 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-05-02,2025-05-05,MNST,59.73,60.35,1,59.73,0.62,1.04,3,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-05-07,2025-05-09,MNST,60.47,61.64,1,60.47,1.17,1.93,2,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-05-12,2025-05-12,MNST,61.06,61.37,1,61.06,0.31,0.51,0,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-05-14,2025-05-15,MNST,60.8,61.38,1,60.8,0.58,0.95,1,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-05-23,2025-05-27,MNST,63.35,64.03,1,63.35,0.68,1.07,4,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-05-29,2025-06-24,MNST,63.65,63.71,1,63.65,0.06,0.09,26,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-06-26,2025-06-30,MNST,62.8,62.39,1,62.8,-0.41,-0.65,4,Loss,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-07-03,2025-07-09,MNST,62.85,59.99,1,62.85,-2.86,-4.55,6,Loss,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-07-10,2025-07-14,MNST,59.25,59.93,1,59.25,0.68,1.15,4,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-07-15,2025-07-18,MNST,59.17,59.76,1,59.17,0.59,1.0,3,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-07-21,2025-07-24,MNST,59.55,60.14,1,59.55,0.59,0.99,3,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-07-29,2025-08-01,MNST,61.2,58.54,1,61.2,-2.66,-4.35,3,Loss,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-08-01,2025-08-04,MNST,59.26,59.75,1,59.26,0.49,0.83,3,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-08-04,2025-08-04,MNST,59.94,60.2,1,59.94,0.26,0.43,0,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-08-06,2025-08-07,MNST,59.1,60.14,1,59.1,1.04,1.76,1,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-08-12,2025-08-15,MNST,64.03,64.72,1,64.03,0.69,1.08,3,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-08-18,2025-08-20,MNST,64.2,65.11,1,64.2,0.91,1.42,2,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-08-21,2025-08-22,MNST,64.16,64.52,1,64.16,0.36,0.56,1,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-08-22,2025-08-28,MNST,63.11,62.24,1,63.11,-0.87,-1.38,6,Loss,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-09-05,2025-09-08,MNST,62.37,62.99,1,62.37,0.62,0.99,3,Win,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252741495,30M MNST 1Skew v3 5%SL 1%TP,2025-09-18,2025-09-22,MNST,65.66,64.02,1,65.66,-1.64,-2.5,4,Loss,Closed,30M MNST 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-05-06,2025-05-08,RSG,250.71,252.09,1,250.71,1.38,0.55,2,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-05-12,2025-05-15,RSG,241.0,242.86,1,241.0,1.86,0.77,3,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-05-28,2025-05-30,RSG,254.7,257.43,1,254.7,2.73,1.07,2,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-06-03,2025-06-13,RSG,256.08,252.89,1,256.08,-3.19,-1.25,10,Loss,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-06-17,2025-06-24,RSG,248.6,250.63,1,248.6,2.03,0.82,7,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-06-25,2025-07-01,RSG,245.04,245.16,1,245.04,0.12,0.05,6,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-07-03,2025-07-07,RSG,239.96,242.38,1,239.96,2.42,1.01,4,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-07-08,2025-07-11,RSG,239.86,242.45,1,239.86,2.59,1.08,3,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-07-14,2025-07-24,RSG,244.5,244.17,1,244.5,-0.33,-0.13,10,Loss,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-07-29,2025-07-30,RSG,245.06,232.18,1,245.06,-12.88,-5.26,1,Loss,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-07-31,2025-08-06,RSG,231.39,234.34,1,231.39,2.95,1.27,6,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-08-11,2025-08-20,RSG,235.76,238.3,1,235.76,2.54,1.08,9,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-08-20,2025-08-26,RSG,236.05,234.48,1,236.05,-1.57,-0.67,6,Loss,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-08-29,2025-08-29,RSG,233.51,233.76,1,233.51,0.25,0.11,0,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-09-02,2025-09-04,RSG,232.55,234.53,1,232.55,1.98,0.85,2,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-09-08,2025-09-11,RSG,227.88,230.23,1,227.88,2.35,1.03,3,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-09-15,2025-09-26,RSG,228.02,230.43,1,228.02,2.41,1.06,11,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-09-26,2025-09-30,RSG,228.67,231.12,1,228.67,2.45,1.07,4,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252742762,30M RSG 1Skew v3 5%SL 1%TP,2025-10-02,2025-10-03,RSG,222.85,225.13,1,222.85,2.28,1.02,1,Win,Closed,30M RSG 1Skew v3 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-05-01,2025-05-05,SBAC,241.53,243.64,1,241.53,2.11,0.87,4,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-05-07,2025-05-12,SBAC,243.03,228.06,1,243.03,-14.97,-6.16,5,Loss,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-05-12,2025-05-15,SBAC,229.73,229.23,1,229.73,-0.5,-0.22,3,Loss,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-05-20,2025-05-23,SBAC,233.26,229.47,1,233.26,-3.79,-1.62,3,Loss,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-05-29,2025-05-29,SBAC,229.29,230.02,1,229.29,0.73,0.32,0,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-06-05,2025-06-16,SBAC,229.04,229.88,1,229.04,0.84,0.37,11,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-06-18,2025-06-20,SBAC,227.51,229.41,1,227.51,1.9,0.84,2,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-06-26,2025-06-30,SBAC,231.64,234.79,1,231.64,3.15,1.36,4,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-07-08,2025-07-08,SBAC,233.31,235.51,1,233.31,2.2,0.94,0,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-07-11,2025-07-14,SBAC,229.89,232.37,1,229.89,2.48,1.08,3,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-07-16,2025-07-16,SBAC,232.03,232.75,1,232.03,0.72,0.31,0,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-07-21,2025-07-22,SBAC,234.46,239.19,1,234.46,4.73,2.02,1,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-07-22,2025-07-28,SBAC,239.27,226.72,1,239.27,-12.55,-5.25,6,Loss,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-07-29,2025-07-29,SBAC,226.6,228.82,1,226.6,2.22,0.98,0,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-08-01,2025-08-05,SBAC,230.29,218.71,1,230.29,-11.58,-5.03,4,Loss,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-08-06,2025-08-20,SBAC,222.89,222.65,1,222.89,-0.24,-0.11,14,Loss,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-08-21,2025-08-22,SBAC,219.85,222.56,1,219.85,2.71,1.23,1,Win,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-08-25,2025-08-27,SBAC,222.45,211.5,1,222.45,-10.95,-4.92,2,Loss,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
2252744046,30M SBAC 1Skew 5%SL 1%TP,2025-08-27,2025-09-03,SBAC,210.5,199.84,1,210.5,-10.66,-5.06,7,Loss,Closed,30M SBAC 1Skew 5%SL 1%TP,30m,,
