Alert ID,Alert Name,Trading Date,Closing Date,Ticker,Open,Closing,Shares,Cost,PnL,Return(%),Average Day in the Market,Outcome,Status,Strategy,Timeframe,Actual Buy Shares,Actual Sell Shares
1666521571,,2024-11-14,2024-11-15,BTCUSD,87116.39,88038.07,1,87116.39,921.68,1.06,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-15,2024-11-15,BTCUSD,87873.34,88423.45,1,87873.34,550.11,0.63,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-15,2024-11-15,BTCUSD,87600.0,88476.67,1,87600.0,876.67,1.0,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-15,2024-11-15,BTCUSD,89357.82,90643.53,1,89357.82,1285.71,1.44,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-15,2024-11-15,BTCUSD,90262.76,89168.46,1,90262.76,-1094.3,-1.21,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-15,2024-11-15,BTCUSD,89654.08,90308.93,1,89654.08,654.85,0.73,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-15,2024-11-16,BTCUSD,91220.23,91597.11,1,91220.23,376.88,0.41,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-16,2024-11-16,BTCUSD,91434.71,90841.67,1,91434.71,-593.04,-0.65,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-16,2024-11-17,BTCUSD,90982.35,90853.1,1,90982.35,-129.25,-0.14,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-17,2024-11-17,BTCUSD,89942.23,90060.68,1,89942.23,118.45,0.13,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-17,2024-11-17,BTCUSD,90375.0,90468.51,1,90375.0,93.51,0.1,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-17,2024-11-18,BTCUSD,90046.0,90806.21,1,90046.0,760.21,0.84,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-18,2024-11-18,BTCUSD,90384.97,90710.99,1,90384.97,326.02,0.36,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-18,2024-11-18,BTCUSD,91958.31,90698.74,1,91958.31,-1259.57,-1.37,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-18,2024-11-18,BTCUSD,91834.14,90785.96,1,91834.14,-1048.18,-1.14,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-18,2024-11-19,BTCUSD,91368.02,91091.68,1,91368.02,-276.34,-0.3,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-19,2024-11-19,BTCUSD,91194.93,91751.6,1,91194.93,556.67,0.61,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-19,2024-11-19,BTCUSD,91718.92,92448.89,1,91718.92,729.97,0.8,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-19,2024-11-19,BTCUSD,91591.4,92105.55,1,91591.4,514.15,0.56,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-19,2024-11-19,BTCUSD,93789.63,92241.68,1,93789.63,-1547.95,-1.65,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-20,2024-11-20,BTCUSD,92417.62,93737.71,1,92417.62,1320.09,1.43,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-20,2024-11-20,BTCUSD,94707.24,94075.18,1,94707.24,-632.06,-0.67,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-20,2024-11-21,BTCUSD,94363.02,94876.83,1,94363.02,513.81,0.54,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-21,2024-11-21,BTCUSD,94945.53,95770.96,1,94945.53,825.43,0.87,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-21,2024-11-21,BTCUSD,96846.48,97319.06,1,96846.48,472.58,0.49,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-21,2024-11-21,BTCUSD,96978.61,97473.68,1,96978.61,495.07,0.51,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-21,2024-11-21,BTCUSD,97570.45,97096.37,1,97570.45,-474.08,-0.49,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-21,2024-11-22,BTCUSD,98570.0,99156.63,1,98570.0,586.63,0.6,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-22,2024-11-22,BTCUSD,99072.08,99505.35,1,99072.08,433.27,0.44,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-22,2024-11-22,BTCUSD,99242.91,98917.0,1,99242.91,-325.91,-0.33,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-22,2024-11-22,BTCUSD,98095.1,99279.8,1,98095.1,1184.7,1.21,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-22,2024-11-22,BTCUSD,99167.97,99478.74,1,99167.97,310.77,0.31,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-22,2024-11-23,BTCUSD,99379.16,98882.75,1,99379.16,-496.41,-0.5,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-23,2024-11-23,BTCUSD,98822.08,98597.34,1,98822.08,-224.74,-0.23,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-23,2024-11-23,BTCUSD,98650.76,97892.55,1,98650.76,-758.21,-0.77,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-23,2024-11-24,BTCUSD,97546.48,97989.46,1,97546.48,442.98,0.45,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-24,2024-11-24,BTCUSD,98177.41,96382.93,1,98177.41,-1794.48,-1.83,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-24,2024-11-24,BTCUSD,96355.31,96766.02,1,96355.31,410.71,0.43,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-24,2024-11-25,BTCUSD,97886.19,97531.67,1,97886.19,-354.52,-0.36,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-25,2024-11-25,BTCUSD,97847.22,98820.4,1,97847.22,973.18,0.99,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-25,2024-11-25,BTCUSD,98467.95,95774.19,1,98467.95,-2693.76,-2.74,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-25,2024-11-25,BTCUSD,95776.33,95453.9,1,95776.33,-322.43,-0.34,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-25,2024-11-26,BTCUSD,94672.08,93914.69,1,94672.08,-757.39,-0.8,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-26,2024-11-26,BTCUSD,94727.39,94801.33,1,94727.39,73.94,0.08,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-26,2024-11-27,BTCUSD,94423.44,92735.01,1,94423.44,-1688.43,-1.79,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-27,2024-11-27,BTCUSD,92498.16,92900.16,1,92498.16,402.0,0.43,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-27,2024-11-27,BTCUSD,93122.57,93724.58,1,93122.57,602.01,0.65,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-27,2024-11-27,BTCUSD,93105.27,93729.36,1,93105.27,624.09,0.67,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-27,2024-11-27,BTCUSD,95322.46,96366.73,1,95322.46,1044.27,1.1,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-27,2024-11-27,BTCUSD,96417.97,97096.84,1,96417.97,678.87,0.7,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-27,2024-11-28,BTCUSD,96500.0,96386.41,1,96500.0,-113.59,-0.12,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-28,2024-11-28,BTCUSD,96486.29,95789.56,1,96486.29,-696.73,-0.72,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-28,2024-11-28,BTCUSD,95388.92,95890.59,1,95388.92,501.67,0.53,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-28,2024-11-28,BTCUSD,95220.3,95107.71,1,95220.3,-112.59,-0.12,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-29,2024-11-29,BTCUSD,95433.44,96184.66,1,95433.44,751.22,0.79,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-29,2024-11-29,BTCUSD,96504.26,96326.15,1,96504.26,-178.11,-0.18,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-29,2024-11-29,BTCUSD,97098.2,97381.31,1,97098.2,283.11,0.29,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-29,2024-11-29,BTCUSD,97031.41,97276.61,1,97031.41,245.2,0.25,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-29,2024-11-29,BTCUSD,98098.77,97312.98,1,98098.77,-785.79,-0.8,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-11-29,2024-11-29,BTCUSD,97395.74,97524.44,1,97395.74,128.7,0.13,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-30,2024-11-30,BTCUSD,96531.91,96604.39,1,96531.91,72.48,0.08,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-11-30,2024-12-01,BTCUSD,96991.92,96535.88,1,96991.92,-456.04,-0.47,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-01,2024-12-01,BTCUSD,96286.57,96403.84,1,96286.57,117.27,0.12,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-01,2024-12-01,BTCUSD,96478.67,96831.22,1,96478.67,352.55,0.37,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-01,2024-12-01,BTCUSD,97000.09,97338.42,1,97000.09,338.33,0.35,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-01,2024-12-01,BTCUSD,97362.02,97463.8,1,97362.02,101.78,0.1,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-01,2024-12-01,BTCUSD,97174.84,97379.49,1,97174.84,204.65,0.21,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-01,2024-12-02,BTCUSD,97509.79,97948.99,1,97509.79,439.2,0.45,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-02,2024-12-20,BTCUSD,97656.2,93788.96,1,97656.2,-3867.24,-3.96,18,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-20,2024-12-20,BTCUSD,96975.59,97463.4,1,96975.59,487.81,0.5,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-20,2024-12-20,BTCUSD,96642.5,97183.56,1,96642.5,541.06,0.56,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-21,2024-12-21,BTCUSD,97485.53,98402.82,1,97485.53,917.29,0.94,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-21,2024-12-21,BTCUSD,98705.69,99169.9,1,98705.69,464.21,0.47,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-21,2024-12-21,BTCUSD,98704.05,97291.16,1,98704.05,-1412.89,-1.43,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-21,2024-12-21,BTCUSD,97300.0,97919.35,1,97300.0,619.35,0.64,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-21,2024-12-22,BTCUSD,96737.28,96256.53,1,96737.28,-480.75,-0.5,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-22,2024-12-22,BTCUSD,96492.8,97095.69,1,96492.8,602.89,0.62,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-22,2024-12-22,BTCUSD,97048.9,95119.47,1,97048.9,-1929.43,-1.99,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-22,2024-12-22,BTCUSD,96103.68,95323.19,1,96103.68,-780.49,-0.81,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-22,2024-12-22,BTCUSD,95026.29,95296.28,1,95026.29,269.99,0.28,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-23,2024-12-23,BTCUSD,94338.88,94546.77,1,94338.88,207.89,0.22,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-23,2024-12-23,BTCUSD,94612.1,95313.77,1,94612.1,701.67,0.74,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-23,2024-12-23,BTCUSD,95545.77,93864.43,1,95545.77,-1681.34,-1.76,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-23,2024-12-23,BTCUSD,94795.13,95190.92,1,94795.13,395.79,0.42,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-23,2024-12-24,BTCUSD,94653.39,94132.68,1,94653.39,-520.71,-0.55,1,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-24,2024-12-24,BTCUSD,94122.09,94371.3,1,94122.09,249.21,0.26,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-24,2024-12-24,BTCUSD,94357.72,94110.74,1,94357.72,-246.98,-0.26,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-24,2024-12-24,BTCUSD,94137.39,94950.12,1,94137.39,812.73,0.86,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-24,2024-12-24,BTCUSD,97769.7,98559.92,1,97769.7,790.22,0.81,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-24,2024-12-25,BTCUSD,98564.7,98938.42,1,98564.7,373.72,0.38,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-25,2024-12-25,BTCUSD,98036.67,98357.03,1,98036.67,320.36,0.33,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-25,2024-12-25,BTCUSD,98410.48,98842.42,1,98410.48,431.94,0.44,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-25,2024-12-25,BTCUSD,99143.86,99232.1,1,99143.86,88.24,0.09,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-26,2024-12-26,BTCUSD,98940.02,99026.66,1,98940.02,86.64,0.09,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-26,2024-12-26,BTCUSD,98676.08,98729.95,1,98676.08,53.87,0.05,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-26,2024-12-26,BTCUSD,98213.26,96408.81,1,98213.26,-1804.45,-1.84,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-26,2024-12-26,BTCUSD,95938.71,95648.47,1,95938.71,-290.24,-0.3,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-26,2024-12-27,BTCUSD,95696.28,95872.72,1,95696.28,176.44,0.18,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-27,2024-12-27,BTCUSD,96249.9,96249.51,1,96249.9,-0.39,-0.0,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-27,2024-12-27,BTCUSD,96255.69,96653.15,1,96255.69,397.46,0.41,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-27,2024-12-27,BTCUSD,96369.22,94479.03,1,96369.22,-1890.19,-1.96,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-27,2024-12-27,BTCUSD,94304.98,94526.78,1,94304.98,221.8,0.24,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-27,2024-12-28,BTCUSD,94443.12,94461.81,1,94443.12,18.69,0.02,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-28,2024-12-28,BTCUSD,94514.97,94570.49,1,94514.97,55.52,0.06,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-28,2024-12-28,BTCUSD,94418.39,94450.95,1,94418.39,32.56,0.03,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-28,2024-12-28,BTCUSD,94488.64,95112.97,1,94488.64,624.33,0.66,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-28,2024-12-28,BTCUSD,94311.99,94838.6,1,94311.99,526.61,0.56,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-28,2024-12-29,BTCUSD,94758.09,95026.66,1,94758.09,268.57,0.28,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-29,2024-12-29,BTCUSD,94973.76,94883.94,1,94973.76,-89.82,-0.09,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-29,2024-12-29,BTCUSD,94548.69,94581.25,1,94548.69,32.56,0.03,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-29,2024-12-29,BTCUSD,93923.1,93850.95,1,93923.1,-72.15,-0.08,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-29,2024-12-29,BTCUSD,93585.19,93696.25,1,93585.19,111.06,0.12,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-29,2024-12-30,BTCUSD,93330.13,93625.98,1,93330.13,295.85,0.32,1,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-30,2024-12-30,BTCUSD,93206.45,93498.1,1,93206.45,291.65,0.31,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-30,2024-12-30,BTCUSD,93545.39,93661.6,1,93545.39,116.21,0.12,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-30,2024-12-30,BTCUSD,93731.74,93917.01,1,93731.74,185.27,0.2,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-30,2024-12-30,BTCUSD,92936.04,93098.41,1,92936.04,162.37,0.17,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-30,2024-12-30,BTCUSD,94303.51,92421.92,1,94303.51,-1881.59,-2.0,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-31,2024-12-31,BTCUSD,92620.7,92772.95,1,92620.7,152.25,0.16,0,Win,Closed,JS Skew,5m,,
1666521571,,2024-12-31,2024-12-31,BTCUSD,94035.03,93858.61,1,94035.03,-176.42,-0.19,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-31,2024-12-31,BTCUSD,95623.79,93802.49,1,95623.79,-1821.3,-1.9,0,Loss,Closed,JS Skew,5m,,
1666521571,,2024-12-31,2025-01-01,BTCUSD,93937.36,94045.91,1,93937.36,108.55,0.12,1,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-01,2025-01-01,BTCUSD,93696.51,94128.17,1,93696.51,431.66,0.46,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-01,2025-01-02,BTCUSD,94563.75,95627.17,1,94563.75,1063.42,1.12,1,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-02,2025-01-02,BTCUSD,95271.18,95685.57,1,95271.18,414.39,0.43,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-02,2025-01-02,BTCUSD,95804.49,96284.87,1,95804.49,480.38,0.5,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-02,2025-01-02,BTCUSD,96586.91,97017.59,1,96586.91,430.68,0.45,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-02,2025-01-03,BTCUSD,97372.99,97175.42,1,97372.99,-197.57,-0.2,1,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-03,2025-01-03,BTCUSD,96970.55,96504.62,1,96970.55,-465.93,-0.48,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-03,2025-01-03,BTCUSD,96464.43,96677.54,1,96464.43,213.11,0.22,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-03,2025-01-03,BTCUSD,96481.95,96784.59,1,96481.95,302.64,0.31,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-03,2025-01-03,BTCUSD,97044.73,98020.58,1,97044.73,975.85,1.01,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-03,2025-01-03,BTCUSD,98148.85,98720.7,1,98148.85,571.85,0.58,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-03,2025-01-03,BTCUSD,98297.65,98436.14,1,98297.65,138.49,0.14,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-03,2025-01-04,BTCUSD,98306.82,98052.14,1,98306.82,-254.68,-0.26,1,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-04,2025-01-04,BTCUSD,98198.57,97918.01,1,98198.57,-280.56,-0.29,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-04,2025-01-04,BTCUSD,98184.82,98578.4,1,98184.82,393.58,0.4,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-04,2025-01-05,BTCUSD,98391.52,98165.68,1,98391.52,-225.84,-0.23,1,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-05,2025-01-05,BTCUSD,98113.89,97858.78,1,98113.89,-255.11,-0.26,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-05,2025-01-05,BTCUSD,97796.09,98053.33,1,97796.09,257.24,0.26,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-05,2025-01-05,BTCUSD,98005.96,98003.48,1,98005.96,-2.48,-0.0,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-05,2025-01-06,BTCUSD,98060.46,98981.02,1,98060.46,920.56,0.94,1,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-06,2025-01-06,BTCUSD,98928.93,99298.81,1,98928.93,369.88,0.37,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-06,2025-01-06,BTCUSD,99295.32,99207.76,1,99295.32,-87.56,-0.09,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-06,2025-01-06,BTCUSD,99204.83,100751.34,1,99204.83,1546.51,1.56,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-06,2025-01-07,BTCUSD,101872.93,100794.99,1,101872.93,-1077.94,-1.06,1,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-07,2025-01-07,BTCUSD,100705.73,96579.76,1,100705.73,-4125.97,-4.1,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-07,2025-01-08,BTCUSD,96869.36,95693.47,1,96869.36,-1175.89,-1.21,1,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-08,2025-01-08,BTCUSD,95099.19,94914.22,1,95099.19,-184.97,-0.19,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-08,2025-01-08,BTCUSD,94358.72,94717.52,1,94358.72,358.8,0.38,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-08,2025-01-09,BTCUSD,94999.99,95220.79,1,94999.99,220.8,0.23,1,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-09,2025-01-09,BTCUSD,94634.52,94408.33,1,94634.52,-226.19,-0.24,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-09,2025-01-09,BTCUSD,93991.62,94370.69,1,93991.62,379.07,0.4,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-09,2025-01-09,BTCUSD,94424.85,93536.3,1,94424.85,-888.55,-0.94,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-09,2025-01-09,BTCUSD,93441.05,93407.52,1,93441.05,-33.53,-0.04,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-09,2025-01-09,BTCUSD,93332.5,92905.19,1,93332.5,-427.31,-0.46,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-09,2025-01-09,BTCUSD,94325.04,93165.61,1,94325.04,-1159.43,-1.23,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-09,2025-01-09,BTCUSD,92042.71,92338.14,1,92042.71,295.43,0.32,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-10,2025-01-10,BTCUSD,92547.44,93401.52,1,92547.44,854.08,0.92,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-10,2025-01-10,BTCUSD,93665.66,94794.16,1,93665.66,1128.5,1.2,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-10,2025-01-10,BTCUSD,94816.56,95189.98,1,94816.56,373.42,0.39,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-10,2025-01-10,BTCUSD,94919.26,95472.27,1,94919.26,553.01,0.58,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-10,2025-01-11,BTCUSD,94986.81,94293.46,1,94986.81,-693.35,-0.73,1,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-11,2025-01-11,BTCUSD,94185.76,94333.65,1,94185.76,147.89,0.16,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-11,2025-01-11,BTCUSD,94543.2,94480.26,1,94543.2,-62.94,-0.07,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-11,2025-01-11,BTCUSD,94313.67,94177.16,1,94313.67,-136.51,-0.14,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-11,2025-01-11,BTCUSD,94159.82,94514.1,1,94159.82,354.28,0.38,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-11,2025-01-12,BTCUSD,94687.81,94593.48,1,94687.81,-94.33,-0.1,1,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-12,2025-01-12,BTCUSD,94533.31,93976.3,1,94533.31,-557.01,-0.59,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-12,2025-01-12,BTCUSD,94378.68,94671.3,1,94378.68,292.62,0.31,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-12,2025-01-12,BTCUSD,94547.02,94245.83,1,94547.02,-301.19,-0.32,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-13,2025-01-13,BTCUSD,95125.45,94358.21,1,95125.45,-767.24,-0.81,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-13,2025-01-13,BTCUSD,94140.26,92748.98,1,94140.26,-1391.28,-1.48,0,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-13,2025-01-13,BTCUSD,91673.17,93573.47,1,91673.17,1900.3,2.07,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-13,2025-01-17,BTCUSD,94357.28,101598.44,1,94357.28,7241.16,7.67,4,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-17,2025-01-17,BTCUSD,101026.99,101041.9,1,101026.99,14.91,0.01,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-17,2025-01-17,BTCUSD,101392.29,101638.46,1,101392.29,246.17,0.24,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-17,2025-01-17,BTCUSD,102173.72,102478.49,1,102173.72,304.77,0.3,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-17,2025-01-17,BTCUSD,102493.53,102635.78,1,102493.53,142.25,0.14,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-17,2025-01-17,BTCUSD,102636.56,104223.0,1,102636.56,1586.44,1.55,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-17,2025-01-17,BTCUSD,104647.77,104977.62,1,104647.77,329.85,0.32,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-17,2025-01-18,BTCUSD,104822.99,103181.12,1,104822.99,-1641.87,-1.57,1,Loss,Closed,JS Skew,5m,,
1666521571,,2025-01-18,2025-01-18,BTCUSD,103097.91,103575.16,1,103097.91,477.25,0.46,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-18,2025-01-18,BTCUSD,103741.88,104278.02,1,103741.88,536.14,0.52,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-18,2025-01-18,BTCUSD,104149.52,104885.78,1,104149.52,736.26,0.71,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-18,2025-01-18,BTCUSD,103577.16,103987.5,1,103577.16,410.34,0.4,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-18,2025-01-18,BTCUSD,104123.89,104469.6,1,104123.89,345.71,0.33,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-19,2025-01-19,BTCUSD,104295.71,104918.59,1,104295.71,622.88,0.6,0,Win,Closed,JS Skew,5m,,
1666521571,,2025-01-19,2025-01-19,BTCUSD,104988.01,105177.32,1,104988.01,189.31,0.18,0,Win,Closed,JS Skew,5m,,
